Date,Stocks,%Universe <= 32
2018-04-09,5,2.25
2018-04-06,6,2.70
2018-04-04,3,1.35
2018-04-03,6,2.70
2018-04-02,18,8.11
2018-03-29,8,3.60
2018-03-28,18,8.11
2018-03-27,18,8.11
2018-03-26,17,7.66
2018-03-23,59,26.58
2018-03-22,27,12.16
2018-03-21,14,6.31
2018-03-20,15,6.76
2018-03-19,13,5.86
2018-03-16,6,2.70
2018-03-15,9,4.05
2018-03-14,9,4.05
2018-03-13,3,1.35
2018-03-12,3,1.35
2018-03-09,4,1.80
2018-03-08,10,4.50
2018-03-07,9,4.05
2018-03-06,3,1.35
2018-03-05,9,4.05
2018-03-02,20,9.01
2018-03-01,21,9.46
2018-02-28,19,8.56
2018-02-27,7,3.15
2018-02-26,3,1.35
2018-02-23,6,2.70
2018-02-22,13,5.86
2018-02-21,15,6.76
2018-02-20,10,4.50
2018-02-16,8,3.60
2018-02-15,7,3.15
2018-02-14,15,6.76
2018-02-13,20,9.01
2018-02-12,27,12.16
2018-02-09,50,22.52
2018-02-08,103,46.40
2018-02-07,48,21.62
2018-02-06,39,17.57
2018-02-05,78,35.14
2018-02-02,19,8.56
2018-02-01,9,4.05
2018-01-31,8,3.60
2018-01-30,9,4.05
2018-01-29,9,4.05
2018-01-26,5,2.25
2018-01-25,5,2.25
2018-01-24,3,1.35
2018-01-23,4,1.80
2018-01-22,13,5.86
2018-01-19,15,6.76
2018-01-18,15,6.76
2018-01-17,13,5.86
2018-01-16,14,6.31
2018-01-12,14,6.31
2018-01-11,14,6.31
2018-01-10,15,6.76
2018-01-09,13,5.86
2018-01-08,7,3.15
2018-01-05,14,6.31
2018-01-04,14,6.31
2018-01-03,8,3.60
2018-01-02,7,3.15
2017-12-29,6,2.70
2017-12-28,4,1.80
2017-12-27,11,4.95
2017-12-26,13,5.86
2017-12-22,12,5.41
2017-12-21,11,4.95
2017-12-20,9,4.05
2017-12-19,7,3.15
2017-12-18,3,1.35
2017-12-15,3,1.35
2017-12-14,5,2.25
2017-12-13,1,0.45
2017-12-12,3,1.35
2017-12-11,2,0.90
2017-12-08,3,1.35
2017-12-07,6,2.70
2017-12-06,8,3.60
2017-12-05,7,3.15
2017-12-04,8,3.60
2017-12-01,4,1.80
2017-11-30,3,1.35
2017-11-29,5,2.25
2017-11-28,5,2.25
2017-11-27,9,4.05
2017-11-24,9,4.05
2017-11-22,9,4.05
2017-11-21,13,5.86
2017-11-20,12,5.41
2017-11-17,13,5.86
2017-11-16,18,8.11
2017-11-15,23,10.36
2017-11-14,20,9.01
2017-11-13,19,8.56
2017-11-10,19,8.56
2017-11-09,18,8.11
2017-11-08,15,6.76
2017-11-07,18,8.11
2017-11-06,19,8.56
2017-11-03,19,8.56
2017-11-02,19,8.56
2017-11-01,13,5.86
2017-10-31,17,7.66
2017-10-30,26,11.71
2017-10-27,19,8.56
2017-10-26,18,8.11
2017-10-25,19,8.56
2017-10-24,14,6.31
2017-10-23,15,6.76
2017-10-20,10,4.50
2017-10-19,7,3.15
2017-10-18,7,3.15
2017-10-17,7,3.15
2017-10-16,9,4.05
2017-10-13,11,4.95
2017-10-12,13,5.86
2017-10-11,8,3.60
2017-10-10,8,3.60
2017-10-09,9,4.05
2017-10-06,5,2.25
2017-10-05,2,0.90
2017-10-04,7,3.15
2017-10-03,10,4.50
2017-10-02,8,3.60
2017-09-29,8,3.60
2017-09-28,10,4.50
2017-09-27,12,5.41
2017-09-26,6,2.70
2017-09-25,8,3.60
2017-09-22,12,5.41
2017-09-21,9,4.05
2017-09-20,5,2.25
2017-09-19,3,1.35
2017-09-18,3,1.35
2017-09-15,2,0.90
2017-09-14,2,0.90
2017-09-13,3,1.35
2017-09-12,5,2.25
2017-09-11,6,2.70
2017-09-08,11,4.95
2017-09-07,17,7.66
2017-09-06,13,5.86
2017-09-05,12,5.41
2017-09-01,7,3.15
2017-08-31,12,5.41
2017-08-30,19,8.56
2017-08-29,14,6.31
2017-08-28,15,6.76
2017-08-25,14,6.31
2017-08-24,22,9.91
2017-08-23,19,8.56
2017-08-22,23,10.36
2017-08-21,32,14.41
2017-08-18,31,13.96
2017-08-17,27,12.16
2017-08-16,18,8.11
2017-08-15,22,9.91
2017-08-14,17,7.66
2017-08-11,23,10.36
2017-08-10,25,11.26
2017-08-09,15,6.76
2017-08-08,13,5.86
2017-08-07,11,4.95
2017-08-04,11,4.95
2017-08-03,11,4.95
2017-08-02,12,5.41
2017-08-01,12,5.41
2017-07-31,10,4.50
2017-07-28,9,4.05
2017-07-27,10,4.50
2017-07-26,11,4.95
2017-07-25,8,3.60
2017-07-24,9,4.05
2017-07-21,5,2.25
2017-07-20,9,4.05
2017-07-19,11,4.95
2017-07-18,10,4.50
2017-07-17,6,2.70
2017-07-14,9,4.05
2017-07-13,14,6.31
2017-07-12,15,6.76
2017-07-11,21,9.46
2017-07-10,21,9.46
2017-07-07,14,6.31
2017-07-06,22,9.91
2017-07-05,16,7.21
2017-07-03,10,4.50
2017-06-30,11,4.95
2017-06-29,13,5.86
2017-06-28,5,2.25
2017-06-27,9,4.05
2017-06-26,8,3.60
2017-06-23,9,4.05
2017-06-22,12,5.41
2017-06-21,11,4.95
2017-06-20,9,4.05
2017-06-19,6,2.70
2017-06-16,8,3.60
2017-06-15,5,2.25
2017-06-14,3,1.35
2017-06-13,1,0.45
2017-06-12,1,0.45
2017-06-09,3,1.35
2017-06-08,8,3.60
2017-06-07,6,2.70
2017-06-06,6,2.70
2017-06-05,2,0.90
2017-06-02,3,1.35
2017-06-01,2,0.90
2017-05-31,8,3.60
2017-05-30,8,3.60
2017-05-26,7,3.15
2017-05-25,11,4.95
2017-05-24,10,4.50
2017-05-23,9,4.05
2017-05-22,13,5.86
2017-05-19,16,7.21
2017-05-18,25,11.26
2017-05-17,28,12.61
2017-05-16,19,8.56
2017-05-15,12,5.41
2017-05-12,18,8.11
2017-05-11,16,7.21
2017-05-10,13,5.86
2017-05-09,15,6.76
2017-05-08,14,6.31
2017-05-05,13,5.86
2017-05-04,20,9.01
2017-05-03,24,10.81
2017-05-02,20,9.01
2017-05-01,16,7.21
2017-04-28,13,5.86
2017-04-27,9,4.05
2017-04-26,6,2.70
2017-04-25,7,3.15
2017-04-24,9,4.05
2017-04-21,10,4.50
2017-04-20,6,2.70
2017-04-19,11,4.95
2017-04-18,8,3.60
2017-04-17,3,1.35
2017-04-13,19,8.56
2017-04-12,9,4.05
2017-04-11,6,2.70
2017-04-10,9,4.05
2017-04-07,9,4.05
2017-04-06,8,3.60
2017-04-05,11,4.95
2017-04-04,7,3.15
2017-04-03,6,2.70
2017-03-31,4,1.80
2017-03-30,3,1.35
2017-03-29,4,1.80
2017-03-28,3,1.35
2017-03-27,13,5.86
2017-03-24,11,4.95
2017-03-23,12,5.41
2017-03-22,14,6.31
2017-03-21,16,7.21
2017-03-20,2,0.90
2017-03-17,1,0.45
2017-03-16,1,0.45
2017-03-15,3,1.35
2017-03-14,13,5.86
2017-03-13,9,4.05
2017-03-10,10,4.50
2017-03-09,10,4.50
2017-03-08,10,4.50
2017-03-07,9,4.05
2017-03-06,5,2.25
2017-03-03,5,2.25
2017-03-02,3,1.35
2017-03-01,2,0.90
2017-02-28,6,2.70
2017-02-27,3,1.35
2017-02-24,4,1.80
2017-02-23,4,1.80
2017-02-22,6,2.70
2017-02-21,2,0.90
2017-02-17,4,1.80
2017-02-16,4,1.80
2017-02-15,5,2.25
2017-02-14,5,2.25
2017-02-13,5,2.25
2017-02-10,4,1.80
2017-02-09,8,3.60
2017-02-08,9,4.05
2017-02-07,12,5.41
2017-02-06,9,4.05
2017-02-03,7,3.15
2017-02-02,11,4.95
2017-02-01,15,6.76
2017-01-31,9,4.05
2017-01-30,9,4.05
2017-01-27,9,4.05
2017-01-26,6,2.70
2017-01-25,6,2.70
2017-01-24,7,3.15
2017-01-23,5,2.25
2017-01-20,5,2.25
2017-01-19,4,1.80
2017-01-18,2,0.90
2017-01-17,3,1.35
2017-01-13,4,1.80
2017-01-12,3,1.35
2017-01-11,3,1.35
2017-01-10,3,1.35
2017-01-09,3,1.35
2017-01-06,4,1.80
2017-01-05,3,1.35
2017-01-03,3,1.35
2016-12-30,7,3.15
2016-12-29,5,2.25
2016-12-28,4,1.80
2016-12-27,3,1.35
2016-12-23,2,0.90
2016-12-22,3,1.35
2016-12-21,2,0.90
2016-12-19,1,0.45
2016-12-16,1,0.45
2016-12-08,1,0.45
2016-12-07,2,0.90
2016-12-06,2,0.90
2016-12-05,4,1.80
2016-12-02,8,3.60
2016-12-01,15,6.76
2016-11-30,7,3.15
2016-11-29,2,0.90
2016-11-28,2,0.90
2016-11-25,3,1.35
2016-11-23,10,4.50
2016-11-22,10,4.50
2016-11-21,8,3.60
2016-11-18,12,5.41
2016-11-17,9,4.05
2016-11-16,9,4.05
2016-11-15,7,3.15
2016-11-14,20,9.01
2016-11-11,21,9.46
2016-11-10,19,8.56
2016-11-09,12,5.41
2016-11-08,14,6.31
2016-11-07,15,6.76
2016-11-04,52,23.42
2016-11-03,54,24.32
2016-11-02,40,18.02
2016-11-01,37,16.67
2016-10-31,21,9.46
2016-10-28,28,12.61
2016-10-27,28,12.61
2016-10-26,21,9.46
2016-10-25,16,7.21
2016-10-24,14,6.31
2016-10-21,10,4.50
2016-10-20,7,3.15
2016-10-19,6,2.70
2016-10-18,10,4.50
2016-10-17,21,9.46
2016-10-14,15,6.76
2016-10-13,15,6.76
2016-10-12,12,5.41
2016-10-11,17,7.66
2016-10-10,9,4.05
2016-10-07,17,7.66
2016-10-06,11,4.95
2016-10-05,18,8.11
2016-10-04,16,7.21
2016-10-03,7,3.15
2016-09-30,5,2.25
2016-09-29,10,4.50
2016-09-28,4,1.80
2016-09-27,9,4.05
2016-09-26,9,4.05
2016-09-23,3,1.35
2016-09-22,3,1.35
2016-09-21,4,1.80
2016-09-20,15,6.76
2016-09-19,20,9.01
2016-09-16,22,9.91
2016-09-15,17,7.66
2016-09-14,30,13.51
2016-09-13,28,12.61
2016-09-12,9,4.05
2016-09-09,46,20.72
2016-09-08,8,3.60
2016-09-07,7,3.15
2016-09-06,8,3.60
2016-09-02,5,2.25
2016-09-01,7,3.15
2016-08-31,6,2.70
2016-08-30,6,2.70
2016-08-29,4,1.80
2016-08-26,6,2.70
2016-08-25,6,2.70
2016-08-24,5,2.25
2016-08-23,4,1.80
2016-08-22,6,2.70
2016-08-19,8,3.60
2016-08-18,6,2.70
2016-08-17,6,2.70
2016-08-16,14,6.31
2016-08-15,6,2.70
2016-08-12,5,2.25
2016-08-11,6,2.70
2016-08-10,5,2.25
2016-08-09,5,2.25
2016-08-08,4,1.80
2016-08-05,5,2.25
2016-08-04,6,2.70
2016-08-03,5,2.25
2016-08-02,6,2.70
2016-08-01,6,2.70
2016-07-29,3,1.35
2016-07-28,1,0.45
2016-07-27,3,1.35
2016-07-13,1,0.45
2016-07-12,1,0.45
2016-07-11,1,0.45
2016-07-08,2,0.90
2016-07-07,4,1.80
2016-07-06,3,1.35
2016-07-05,3,1.35
2016-07-01,1,0.45
2016-06-30,1,0.45
2016-06-29,2,0.90
2016-06-28,18,8.11
2016-06-27,54,24.32
2016-06-24,17,7.66
2016-06-23,2,0.90
2016-06-22,5,2.25
2016-06-21,4,1.80
2016-06-20,5,2.25
2016-06-17,7,3.15
2016-06-16,10,4.50
2016-06-15,8,3.60
2016-06-14,14,6.31
2016-06-13,6,2.70
2016-06-10,1,0.45
2016-06-09,1,0.45
2016-06-08,2,0.90
2016-06-07,2,0.90
2016-06-06,3,1.35
2016-06-03,4,1.80
2016-06-02,3,1.35
2016-06-01,4,1.80
2016-05-31,3,1.35
2016-05-27,3,1.35
2016-05-26,5,2.25
2016-05-25,4,1.80
2016-05-24,8,3.60
2016-05-23,13,5.86
2016-05-20,11,4.95
2016-05-19,18,8.11
2016-05-18,15,6.76
2016-05-17,11,4.95
2016-05-16,11,4.95
2016-05-13,15,6.76
2016-05-12,14,6.31
2016-05-11,12,5.41
2016-05-10,8,3.60
2016-05-09,15,6.76
2016-05-06,13,5.86
2016-05-05,15,6.76
2016-05-04,11,4.95
2016-05-03,10,4.50
2016-05-02,11,4.95
2016-04-29,16,7.21
2016-04-28,9,4.05
2016-04-27,5,2.25
2016-04-26,6,2.70
2016-04-25,5,2.25
2016-04-22,2,0.90
2016-04-21,9,4.05
2016-04-20,1,0.45
2016-04-19,1,0.45
2016-04-18,1,0.45
2016-04-15,1,0.45
2016-04-14,1,0.45
2016-04-13,1,0.45
2016-04-12,3,1.35
2016-04-11,4,1.80
2016-04-08,4,1.80
2016-04-07,2,0.90
2016-04-06,3,1.35
2016-04-05,2,0.90
2016-04-04,3,1.35
2016-04-01,3,1.35
2016-03-31,1,0.45
2016-03-30,2,0.90
2016-03-29,1,0.45
2016-03-28,1,0.45
2016-03-24,1,0.45
2016-03-22,1,0.45
2016-03-21,1,0.45
2016-03-18,1,0.45
2016-03-17,1,0.45
2016-03-11,1,0.45
2016-03-10,1,0.45
2016-02-29,1,0.45
2016-02-19,1,0.45
2016-02-18,1,0.45
2016-02-17,2,0.90
2016-02-16,1,0.45
2016-02-12,13,5.86
2016-02-11,46,20.72
2016-02-10,31,13.96
2016-02-09,46,20.72
2016-02-08,49,22.07
2016-02-05,31,13.96
2016-02-04,17,7.66
2016-02-03,25,11.26
2016-02-02,27,12.16
2016-02-01,17,7.66
2016-01-29,18,8.11
2016-01-28,42,18.92
2016-01-27,51,22.97
2016-01-26,41,18.47
2016-01-25,68,30.63
2016-01-22,52,23.42
2016-01-21,85,38.29
2016-01-20,97,43.69
2016-01-19,94,42.34
2016-01-15,97,43.69
2016-01-14,82,36.94
2016-01-13,100,45.05
2016-01-12,89,40.09
2016-01-11,96,43.24
2016-01-08,95,42.79
2016-01-07,93,41.89
2016-01-06,86,38.74
2016-01-05,77,34.68
